_id,OBJECTID,Animal_Lab_ID,Event,Date,SpeciesNameEng,RegionEng,Species,SettlementEng,LocationNotSettlementEng
317,76,A00303255,26.0,2017-10-23,Cattle,Amakim,VII B,Yardena,
318,75,A00303256,25.0,2017-10-23,Cattle,Amakim,VII B,Yardena,
319,74,A00303009,24.0,2017-10-22,Cattle,Amakim,VII B,Yardena,
320,73,A00303008,23.0,2017-10-22,Cattle,Amakim,VII B,Yardena,
321,72,A00302213,22.0,2017-10-15,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),
322,71,A00301953,21.0,2017-10-08,Jackal,Amakim,VII B,Merhavya(Qibbuz),
323,70,A00301951,20.0,2017-10-08,Jackal,Amakim,VII B,Hamadya,
324,69,A00300817,19.0,2017-09-19,Jackal,Galil Golan,VII A,She'Ar Yashuv,
325,68,A00300048,18.0,2017-09-10,Jackal,Galil Golan,VII A,Hagosherim,
326,67,A00299866,17.0,2017-09-06,Jackal,Galil Golan,VII A,She'Ar Yashuv,
327,66,A00298899,16.0,2017-08-23,Jackal,Galil Golan,VII A,Yesud Hama'Ala,
328,65,A00298319,15.0,2017-08-15,Jackal,Galil Golan,VII A,Dan,
329,64,A00296720,14.0,2017-07-23,Jackal,Galil Golan,VII A,Dan,
330,63,A00294273,13.0,2017-06-18,Jackal,Amakim,VII B,Hamadya,
331,62,A00292656,12.0,2017-05-25,Dog,Galil Maaravi,VII A,Kisra-Sumei,
332,61,A00291777,11.0,2017-05-17,Dog,Amakim,VII B,Tamra (Yizre'El),
333,60,A00288836,10.0,2017-04-18,Cattle,Galil Golan,VII B,,Sirin
334,59,A00288746,9.0,2017-04-12,Dog,Galil Maaravi,VII A,Shelomi,
335,58,A00286461,8.0,2017-03-19,Cattle,Galil Golan,VII A,Shamir,
336,57,A00285326,7.0,2017-03-05,Dog,Galil Maaravi,VII A,Aramsha,
337,56,A00285002,6.0,2017-02-28,Jackal,Galil Golan,VII A,Dan,
338,55,A00283619,5.0,2017-02-09,Jackal,Galil Golan,VII B,Kefar Kisch,
339,53,A00282774,4.0,2017-02-03,Dog,Galil Golan,VII A,Sede Nehemya,
340,52,A00281474,3.0,2017-01-30,Cattle,Galil Golan,VII B,,Sirin
341,54,A00281465,2.0,2017-01-15,Jackal,Galil Golan,VII B,Menahemya,
342,51,A00281434,1.0,2017-01-12,Jackal,Galil Maaravi,VII A,Me'Ona,
343,195,A00280235,29.0,2016-12-28,Dog,Galil Maaravi,VII A,Hurfeish,
344,407,A00280040,28.0,2016-12-26,Fox,Negev,V,Yotvata,
345,225,A00278432,26.0,2016-12-11,Dog,Galil Maaravi,VII A,Kefar Weradim,
346,402,A00278493,27.0,2016-12-11,Fox,Negev,V,Yotvata,
347,221,A00277340,25.0,2016-11-28,Fox,Negev,V,Zofar,
348,211,A00276260,24.0,2016-11-15,Fox,Galil Golan,I,Kerem Ben Zimra,
349,205,A00272782 ,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,
350,401,A00272783,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,
351,403,A00272781 ,22.0,2016-09-30,Jackal,Galil Maaravi,VII A,Ma'Alot-Tarshiha,
352,409,A00271953,21.0,2016-09-22,Fox,Galil Golan,I,Metula,
353,166,A00​271598,20.0,2016-09-19,Jackal,Galil Golan,VII B,Afiqim,
354,408,A00271445,19.0,2016-09-18,Fox,Galil Golan,I,Metula,
355,200,A00270091,18.0,2016-08-31,Jackal,Galil Maaravi,VII A,Me'Ona,
356,210,A00269944,17.0,2016-08-30,Dog,Galil Maaravi,VII A,Hosen,
357,253,A00269112,16.0,2016-08-19,Cattle,Galil Golan,VII A,Ghajar,
358,398,A00267273001,15.0,2016-07-29,Dog,Amakim,VII A,Hamadya,
359,397,A00263334001,14.0,2016-06-16,Dog,Galil Golan,VII A,Metula,
360,251,A00259228,13.0,2016-04-27,Cattle,Galil Golan,VII B,Mevo Hamma,
361,406,A00258021,12.0,2016-04-12,Fox,Negev,V,Yotvata,
362,203,A00257556,11.0,2016-04-05,Dog,Galil Maaravi,VII A,Elqosh,
363,218,A00256749,10.0,2016-03-28,Dog,Galil Maaravi,VII A,Ma'Alot-Tarshiha,
364,410,A00256023,9.0,2016-03-16,Cattle,Galil Maaravi,VII A,Fassuta,
365,412,A00253203,8.0,2016-02-15,Jackal,Galil Golan,VII A,Qiryat Shemona,
366,411,A00252850,7.0,2016-02-10,Horse,Galil Golan,I,Qiryat Shemona,
367,405,A00252733,6.0,2016-02-09,Dog,Galil Golan,VII A,Qiryat Shemona,
368,399,A00252285,5.0,2016-02-04,Cattle,Galil Maaravi,VII A,Fassuta,
369,404,A00251787,4.0,2016-01-31,Dog,Galil Golan,VII A,Dishon,
370,194,A00250591,2.0,2016-01-17,Dog,Galil Golan,VII A,Jish(Gush Halav),
371,400,A11541124,1.0,2016-01-07,Cattle,Galil Golan,VII A,Malkiyya,
372,383,A00248754,27.0,2015-12-27,Cattle,Galil Golan,VII,Malkiyya,
373,386,A00248021,26.0,2015-12-17,Cattle,Galil Golan,I,Mas'Ade,
374,393,A00247459,25.0,2015-12-12,Jackal,Galil Maaravi,VII,Shetula,
375,394,A00246969,24.0,2015-12-07,Jackal,Galil Maaravi,I,Shetula,
376,396,A00246111,23.0,2015-11-30,Dog,Galil Golan,VIIA,Yir'On,
377,387,A00245754,21.0,2015-11-24,Cattle,Galil Golan,VII,Kefar Szold,
378,381,A00245755,22.0,2015-11-24,Cattle,Galil Golan,I,Kefar Szold,
379,391,A00245753,20.0,2015-11-23,Cattle,Galil Golan,I,Mas'Ade,
380,388,A00242858,19.0,2015-10-23,Dog,Galil Golan,VII,Kefar Szold,
381,207,A00242714,18.0,2015-10-21,Dog,Galil Golan,VII,Yir'On,
382,382,A00242036,17.0,2015-10-13,Cattle,Galil Golan,VII,Shamir,
383,217,A00241304,16.0,2015-10-07,Jackal,Galil Maaravi,VII,Shetula,
384,257,A00240773,15.0,2015-09-24,Badger,Galil Golan,VII,Ramot,
385,392,A00239012,14.0,2015-08-31,Dog,Galil Golan,VII,Mas'Ade,
386,222,A00235933,13.0,2015-07-27,Fox,Negev,VII,Samar,
387,206,A00235454,12.0,2015-07-21,Cattle,Galil Maaravi,VII,Shomera,
388,413,"A00232108
",11.0,2015-06-15,Dog,Galil Maaravi,VII,Abbirim,
389,384,A00230844,10.0,2015-06-01,Dog,Galil Golan,VII,Meron,
390,389,A00230474,9.0,2015-05-27,Dog,Galil Golan,VII,Meron,
391,390,A00229771,8.0,2015-05-19,Dog,Galil Golan,VII,Meron,
392,219,A00229689,7.0,2015-05-19,Dog,Galil Maaravi,VII,Adamit,
393,395,A00229546,6.0,2015-05-16,Wolf,Galil Golan,VII,Ein Qiniyye,
394,385,A00222839,5.0,2015-02-19,Dog,Galil Golan,VII,Dishon,
395,246,A00221830,4.0,2015-02-08,Cat,Galil Golan,VII,Natur,
396,245,A00221303,3.0,2015-02-02,Wolf,Galil Golan,VII,Odem,
397,154,A00221167,2.0,2015-01-30,Dog,Galil Golan,VII,Metula,
398,374,A00218962,14.0,2014-12-31,Dog,Galil Golan,VII,Sha'Al,
399,216,A00218379,13.0,2014-12-28,Fox,Negev,I,Yotvata,
400,379,A00217540,11.0,2014-12-17,Wolf,Galil Golan,VII,Buq'Ata,
401,377,A00217539,10.0,2014-12-17,Wolf,Galil Golan,VII,Mas'Ade,
402,373,A00217549,12.0,2014-12-17,Dog,Galil Golan,VII,Lahavot Habashan,
403,375,A00215280,9.0,2014-11-21,Dog,Galil Golan,VII,Allone Habashan,
404,380,A00214486,8.0,2014-11-12,Wolf,Galil Golan,VII,Dan,
405,378,A00214084,7.0,2014-11-09,Jackal,Galil Golan,VII,Lahavot Habashan,
406,223,A00210619,6.0,2014-09-23,Fox,Negev,I,Yahel,
407,376,A00209626,5.0,2014-09-11,Jackal,Galil Golan,VII,Merom Golan,
408,372,A00209101,4.0,2014-09-09,Badger,Galil Golan,VII,Shamir,
409,170,A00193267,3.0,2014-03-06,Wolf,Galil Golan,VII,Ginnosar,
410,256,A00189879,2.0,2014-01-30,Cattle,Galil Golan,VII,Ramat Magshimim,
411,134,A00182564,116.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,
412,133,A00182563,115.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,
413,141,A00182394,26.0,2013-10-30,Dog,Hasharon,VII,Pardes Hanna-Karkur,
414,146,A00160191,128.0,2013-10-02,Dog,Galil Golan,VII,Qidmat Zevi,
415,145,A00160170,127.0,2013-10-02,Cattle,Galil Golan,VII,Qidmat Zevi,
416,131,A00179673,24.0,2013-09-30,Cattle,Amakim,I,Bet Zeid,
417,132,A00179680,25.0,2013-09-30,Cattle,Amakim,I,Kefar Yehoshua,
418,152,A00178189,134.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,
419,151,A00178186,133.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,
420,126,A00177353,21.0,2013-08-26,Jackal,Galil Golan,I,Ortal,
421,128,A00171915,109.0,2013-06-24,Dog,Galil Golan,VII,Eli-Ad,
422,138,A00157340,120.0,2013-06-01,Wolf,Galil Golan,VII,Merom Golan,
423,130,A00169651,111.0,2013-05-30,Dog,Galil Golan,VII,Ani'Am,
424,147,A00168537,18.0,2013-05-20,Dog,Galil Golan,VII,Dan,
425,149,A00168251,131.0,2013-05-16,Dog,Galil Golan,VII,Senir,
426,150,A00159878,132.0,2013-05-02,Dog,Galil Golan,VII,Sha'Al,
427,144,A00159861,126.0,2013-05-02,Cattle,Galil Golan,VII,Qidmat Zevi,
428,140,A00166971,16.0,2013-05-01,Dog,Amakim,VII,Newe Ur,
429,148,A00166686,130.0,2013-04-29,Dog,Galil Golan,VII,Qeshet,
430,129,A00165925,14.0,2013-04-22,Dog,Galil Golan,VII,Ani'Am,
431,135,A00164350,117.0,2013-04-03,Horse,Galil Golan,VII,Majdal Shams,
432,127,A00163886,108.0,2013-03-24,Dog,Galil Golan,VII,Eli-Ad,
433,137,A00163015,11.0,2013-03-13,Dog,Galil Golan,VII,Mas'Ade,
434,125,A00162598,106.0,2013-03-10,Dog,Galil Golan,VII,Avne Etan,
435,139,A00162218,121.0,2013-03-05,Cattle,Galil Golan,VII,Merom Golan,
436,136,A00161890,8.0,2013-02-28,Dog,Shfela Vahar,VII,Peza'El,
437,142,A00160704,7.0,2013-02-14,Dog,Galil Golan,VII,,Beit Ha'Meches
438,143,A00159375,2.0,2013-01-28,Cattle,Galil Golan,VII,Qidmat Zevi,
439,248,A00154882,24.0,2012-12-09,Dog,Galil Golan,V7,Qazrin,
440,355,A00154876,23.0,2012-12-09,Dog,Galil Golan,V7,,Matsok Orvim
441,192,A00149422,22.0,2012-10-10,Cattle,Amakim,V7,Yizre'El,
442,356,A00147611,20.0,2012-09-10,Cattle,Galil Golan,V7,,Ramat Sirin
443,365,A00143617,19.0,2012-07-23,Cattle,Galil Golan,V7,,Ramat Sirin
444,371,A00142971,18.0,2012-07-16,Dog,Galil Golan,V7,Sha'Al,
445,190,A00141529,17.0,2012-06-29,Cattle,Galil Golan,V7,Kefar Kisch,
446,360,A00140981,16.0,2012-06-26,Cattle,Galil Golan,V7,Shadmot Devora,
447,366,A00141128,15.0,2012-06-26,Cattle,Galil Golan,V7,,Ramat Sirin
448,370,A00140975,13.0,2012-06-25,Dog,Galil Golan,V7,Majdal Shams,
449,359,A00140461,12.0,2012-06-19,Cattle,Amakim,V7,Sede Eliyyahu,
450,364,A00139959,11.0,2012-06-13,Dog,Galil Golan,V7,Mas'Ade,
451,361,A00139687,10.0,2012-06-11,Dog,Galil Golan,V7,Shamir,
452,176,A00139415,9.0,2012-06-07,Dog,Galil Golan,V7,Dafna,
453,367,A00140979,14.0,2012-06-05,Cattle,Galil Golan,V7,,Ramat Sirin
454,239,A00138475,7.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,
455,369,A00148072,21.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,
456,185,A00138478,8.0,2012-05-29,Dog,Galil Golan,V7,Kefar Szold,
457,363,A00135038,6.0,2012-04-16,Dog,Galil Golan,V7,Allone Habashan,
458,202,A00131607,5.0,2012-03-05,Fox,Galil Golan,V1,Malkiyya,
459,358,A00130443,4.0,2012-02-20,Jackal,Amakim,V7,Kefar Ruppin,
460,357,A00129268,3.0,2012-02-06,Sheep,Amakim,V7,En Harod(Me'Uhad),
461,368,A00127474,2.0,2012-01-16,Dog,Galil Golan,V7,Shamir,
462,362,A00126338,1.0,2012-01-03,Jackal,Galil Golan,V1,Avne Etan,
463,233,A00125110,32.0,2011-12-19,Dog,Shfela Vahar,VII,Jerusalem,
464,243,A00122715,30.0,2011-11-22,Cattle,Galil Golan,I,Ma'Ale Gamla,
465,338,A00123820,31.0,2011-11-05,Cattle,Galil Golan,I,Allone Habashan,
466,340,A00119672,28.0,2011-10-17,Wolf,Galil Golan,VII,Merom Golan,
467,339,A00118118,27.0,2011-09-27,Dog,Galil Golan,VII,Majdal Shams,
468,167,A00120419,29.0,2011-09-27,Dog,Galil Golan,VII,Ashdot Ya'Aqov(Me'Uhad),
469,252,A00114102,26.0,2011-08-15,Dog,Galil Golan,VII,Afiq,
470,341,A00108279,25.0,2011-06-16,Dog,Galil Golan,VII,En Ziwan,
471,343,A00104401,23.0,2011-05-05,Cat,Amakim,VII,Newe Etan,
472,344,A00104047,22.0,2011-05-02,Cattle,Amakim,VII,Ma'Oz Hayyim,
473,334,A00104043,20.0,2011-05-02,Cattle,Amakim,VII,Newe Etan,
474,337,A00104041,21.0,2011-05-02,Cattle,Galil Golan,I,Dishon,
475,345,A00103759,19.0,2011-04-28,Cattle,Amakim,VII,Newe Etan,
476,254,A00103607,16.0,2011-04-27,Dog,Galil Golan,VII,Ein Qiniyye,
477,346,A00103598,17.0,2011-04-27,Sheep,Amakim,VII,Newe Etan,
478,212,A00103358,15.0,2011-04-21,Jackal,Galil Golan,VII,Ma'Agan,
479,347,A00103141,14.0,2011-04-17,Dog,Galil Golan,VII,Majdal Shams,
480,348,A00101926,13.0,2011-04-04,Jackal,Amakim,VII,Ma'Oz Hayyim,
481,349,A00100898,11.0,2011-03-22,Horse,Galil Golan,I,Dishon,
482,336,A00099471,10.0,2011-03-06,Horse,Hasharon,VII,Ar'Ara,
483,159,A00098813,9.0,2011-02-25,Dog,Amakim,VII,En Harod(Me'Uhad),
484,174,A00098040,8.0,2011-02-17,Badger,Amakim,VII,Kefar Ruppin,
485,342,A00105320,24.0,2011-02-17,Cattle,Amakim,VII,Newe Etan,
486,350,A00097946,7.0,2011-02-16,Jackal,Amakim,VII,Merhavya(Moshav),
487,209,A00097636,6.0,2011-02-13,Dog,Hasharon,VII,Ar'Ara,
488,351,A00097401,5.0,2011-02-09,Dog,Galil Golan,I,Dishon,
489,354,A00103758,18.0,2011-01-28,Sheep,Amakim,VII,Newe Etan,
490,156,A00096026,4.0,2011-01-25,Jackal,Galil Golan,VII,Menahemya,
491,352,A00095469,3.0,2011-01-19,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),
492,353,A00095322,2.0,2011-01-18,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),
493,335,A00093925,12.0,2011-01-03,Badger,Galil Golan,VII,Shadmot Devora,
494,441,A00093477,54.0,2010-12-28,Dog,Galil Golan,I,Zefat,
495,332,A00093368,53.0,2010-12-27,Dog,Amakim,VII,Merhavya(Moshav),
496,197,A00092948,52.0,2010-12-22,Cat,Amakim,VII,Na'Ura,
497,168,A00092687,51.0,2010-12-20,Jackal,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),
498,181,A00092532,50.0,2010-12-19,Cattle,Shfela Vahar,III,Kefar Warburg,
499,227,A00092471,49.0,2010-12-16,Cattle,Amakim,VII,Merav,
500,234,A00092358,48.0,2010-12-15,Jackal,Amakim,VII,Mehola,
501,231,A00092152,47.0,2010-12-13,Cattle,Galil Golan,I,Dishon,
502,333,A00091588,45.0,2010-12-06,Dog,Galil Golan,VII,Zefat,
503,322,A00091593,46.0,2010-12-06,Cattle,Amakim,VII,Hamadya,
504,199,A00090976,44.0,2010-11-30,Jackal,Galil Maaravi,I,Fassuta,
505,232,A00090997,42.0,2010-11-29,Dog,Galil Golan,VII,Qiryat Shemona,
506,184,A00090999,43.0,2010-11-29,Cattle,Amakim,VII,Hamadya,
507,247,A00090784,41.0,2010-11-26,Dog,Galil Golan,VII,Allone Habashan,
508,442,A00086302,40.0,2010-10-12,Jackal,Amakim,VII,Tirat Zevi,
509,196,A00085518,39.0,2010-10-05,Cat,Amakim,VII,Tayibe(Baemeq),
510,443,A00085050,38.0,2010-09-28,Fox,Amakim,VII,Kefar Tavor,
511,331,A00084553,37.0,2010-09-21,Dog,Amakim,VII,Merhavya(Moshav),
512,444,A00084391,36.0,2010-09-20,Sheep,Galil Golan,VII,Zefat,
513,155,A00084110,35.0,2010-09-16,Dog,Galil Golan,VII,Yavne'El,
514,330,A00083689,34.0,2010-09-13,Jackal,Amakim,VII,Bet She'An,
515,173,A00082520,33.0,2010-08-27,Jackal,Amakim,VII,Ma'Oz Hayyim,
516,177,A00081924,32.0,2010-08-23,Jackal,Amakim,VII,Sede Eliyyahu,
517,244,A00080771,31.0,2010-08-11,Wolf,Galil Golan,VII,Sha'Al,
518,178,A00080206,30.0,2010-08-05,Sheep,Galil Golan,VII,Shadmot Devora,
519,187,A00079863,29.0,2010-08-02,Dog,Galil Golan,VII,Kefar Blum,
520,259,A00079695,28.0,2010-07-30,Cat,Amakim,VII,Afula,
521,329,A00079190,26.0,2010-07-27,Dog,Galil Golan,VII,En Ziwan,
522,323,A00079287,27.0,2010-07-27,Cattle,Galil Golan,VII,Dalton,
523,198,A00078568,25.0,2010-07-19,Sheep,Galil Maaravi,VII,I'Billin,
524,157,A00077530,24.0,2010-07-08,Dog,Amakim,VII,Merhavya(Qibbuz),
525,164,A00074144,23.0,2010-06-05,Jackal,Amakim,VII,Mizra,
526,161,A00073352,22.0,2010-05-30,Jackal,Amakim,VII,En Harod (Ihud),
527,255,A00072200,21.0,2010-05-17,Dog,Galil Golan,VII,En Ziwan,
528,328,A00071553,20.0,2010-05-10,Dog,Galil Golan,VII,Majdal Shams,
529,179,A00069871,19.0,2010-04-22,Cattle,Galil Golan,VII,Hazore'Im,
530,258,A00068402,18.0,2010-04-06,Cattle,Galil Maaravi,VII,Akko,
531,327,A00067743,17.0,2010-03-23,Dog,Galil Golan,VII,Zefat,
532,325,A00067365,16.0,2010-03-21,Dog,Amakim,VII,Bet She'An,
533,228,A00067079,14.0,2010-03-16,Dog,Galil Golan,VII,Poriyya Illit,
534,208,A00067110,15.0,2010-03-16,Wolf,Amakim,VII,Muqeible,
535,321,A00066628,13.0,2010-03-10,Dog,Amakim,VII,Kefar Barukh,
536,175,A00066241,12.0,2010-03-04,Jackal,Amakim,VII,Newe Etan,
537,261,A00065829,11.0,2010-03-01,Dog,Amakim,VII,Bet She'An,
538,165,A00065229,10.0,2010-02-23,Dog,Amakim,VII,Kefar Barukh,
539,326,A00065036,9.0,2010-02-22,Dog,Galil Golan,VII,Zefat,
540,201,A00064740,8.0,2010-02-18,Jackal,Galil Golan,VII,Lavi,
541,162,A00063457,7.0,2010-02-04,Sheep,Amakim,VII,Hefzi-Bah,
542,169,A00063169,6.0,2010-02-02,Jackal,Amakim,VII,Nir Dawid (Tel Amal),
543,191,A00063048,5.0,2010-02-01,Cattle,Galil Golan,VII,Dalton,
544,324,A00062052,4.0,2010-01-20,Dog,Galil Golan,VII,Zefat,
545,260,A00061920,3.0,2010-01-18,Dog,Galil Golan,VII,Zefat,
546,250,A00061403,2.0,2010-01-11,Dog,Galil Golan,VII,Majdal Shams,
547,163,A00060878,1.0,2010-01-04,Dog,Amakim,VII,Bet Alfa,
548,440,A00060470,57.0,2009-12-21,Dog,Galil Golan,VII,Gadot,
549,280,A00059772​,57.0,2009-12-21,Dog,Galil Golan,VII,Gadot,
550,300,A00059558​,56.0,2009-12-17,Jackal,Galil Golan,VII,Menahemya,
551,439,A00059772,56.0,2009-12-17,Jackal,Galil Golan,VII,Menahemya,
552,299,A00059216​,55.0,2009-12-14,Dog,Galil Golan,VII,Menahemya,
553,438,A00059558,55.0,2009-12-14,Dog,Galil Golan,VII,Menahemya,
554,437,A00059215,54.0,2009-12-11,Dog,Galil Golan,VII,Kefar Szold,
555,295,A00059015​,54.0,2009-12-11,Dog,Galil Golan,VII,Kefar Szold,
556,279,A00058431​,53.0,2009-12-07,Jackal,Amakim,VII,Bet She'An,
557,436,A00059015,53.0,2009-12-07,Jackal,Amakim,VII,Bet She'An,
558,224,A00057739​,52.0,2009-11-30,Cattle,Amakim,VII,Bet Rimmon,
559,435,A00058431,52.0,2009-11-30,Jackal,Amakim,VII,Rumat Heib,
560,290,A00060470​,58.0,2009-11-29,Dog,Galil Golan,VII,Hazor Hagelilit,
561,230,A00057476​,51.0,2009-11-26,Jackal,Galil Golan,VII,Hazor Hagelilit,
562,433,A00057476,50.0,2009-11-26,Dog,Amakim,VII,Gan Ner,
563,434,A00057739,51.0,2009-11-26,Jackal,Galil Golan,VII,Hazor Hagelilit,
564,284,A00057474​,50.0,2009-11-26,Dog,Amakim,VII,Gan Ner,
565,432,A00057474,49.0,2009-11-23,Dog,Amakim,VII,Gan Ner,
566,283,A00057101​,49.0,2009-11-23,Dog,Amakim,VII,Gan Ner,
567,276,A00056787​,47.0,2009-11-19,Jackal,Galil Golan,VII,Menahemya,
568,431,A00057102,48.0,2009-11-19,Dog,Amakim,VII,Gan Ner,
569,282,A00056787​,48.0,2009-11-19,Dog,Amakim,VII,Gan Ner,
570,430,A00056791,47.0,2009-11-19,Jackal,Galil Golan,VII,Menahemya,
571,429,A00056787,46.0,2009-11-15,Cat,Amakim,VII,Gan Ner,
572,281,​A00056277,46.0,2009-11-15,Cat,Amakim,VII,Gan Ner,
573,428,A00056277,45.0,2009-11-13,Jackal,Amakim,VII,Tirat Zevi,
574,427,A00056261,44.0,2009-11-13,Dog,Amakim,VII,Gan Ner,
575,226,A00056261​,44.0,2009-11-13,Dog,Amakim,VII,Gan Ner,
576,288,A00056259​,45.0,2009-11-13,Jackal,Amakim,VII,Tirat Zevi,
577,293,A00055058​,43.0,2009-11-03,Cattle,Galil Golan,VII,Yonatan,
578,426,A00056259,43.0,2009-11-03,Cattle,Galil Golan,VII,Yonatan,
579,425,A00055058,42.0,2009-11-02,Cattle,Amakim,VII,Tirat Zevi,
580,287,A00054892​,42.0,2009-11-02,Cattle,Amakim,VII,Tirat Zevi,
581,277,A00054140​,41.0,2009-10-26,Dog,Amakim,VII,Tirat Zevi,
582,160,A00053949​,40.0,2009-10-24,Fox,Amakim,VII,Tel Yosef,
583,424,A00054140,40.0,2009-10-24,Fox,Amakim,VII,Tel Yosef,
584,423,A00053949,39.0,2009-10-21,Jackal,Amakim,VII,Newe Ur,
585,305,A00053754​,39.0,2009-10-21,Jackal,Amakim,VII,Newe Ur,
586,229,A00053755​,38.0,2009-10-21,Jackal,Amakim,VII,Yardena,
587,422,A00053755,39.0,2009-10-21,Jackal,Amakim,VII,Yardena,
588,306,A00053180​,37.0,2009-10-15,Dog,Galil Golan,VII,En Ziwan,
589,421,A00053754,37.0,2009-10-15,Dog,Galil Golan,VII,En Ziwan,
590,420,A00053180,36.0,2009-10-09,Donkey,Shfela Vahar,VII,Sedot Mikha,
591,153,A00052608​,36.0,2009-10-09,Donkey,Shfela Vahar,III,Sedot Mikha,
592,316,A00052509​,35.0,2009-10-04,Cattle,Amakim,VII,,Akhuzat Shoshana
593,419,A00052608,35.0,2009-10-04,Cattle,Amakim,III,,Akhuzat Shoshana
594,302,A00051836​,34.0,2009-10-01,Dog,Galil Golan,VII,Mas'Ade,
595,418,A00052059,34.0,2009-10-01,Dog,Galil Golan,VII,Mas'Ade,
596,193,A00051493​,33.0,2009-09-26,Jackal,Amakim,VII,Iksal,
597,275,A00051048​,31.0,2009-09-22,Dog,Galil Golan,VII,Ortal,
598,417,A00051493,32.0,2009-09-22,Dog,Galil Golan,VII,Kefar Blum,
599,416,A00051169,31.0,2009-09-22,Dog,Galil Golan,VII,Ortal,
600,294,A00051169​,32.0,2009-09-22,Dog,Galil Golan,VII,Kefar Blum,
601,304,A00050596​,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,
602,414,A00051048,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,
603,289,A00050051​,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,
604,415,A00050596,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,
605,296,A00049367​,28.0,2009-09-02,Dog,Galil Golan,VII,Majdal Shams,
606,313,A00047762​,27.0,2009-08-31,Dog,Galil Golan,VII,Zefat,
607,278,A00048874​,26.0,2009-08-27,Dog,Amakim,VII,Bet Yosef,
608,292,A00048623​,25.0,2009-08-25,Cattle,Galil Golan,VII,Yonatan,
609,303,A00048495​,24.0,2009-08-24,Dog,Galil Golan,VII,Merom Golan,
610,172,A00048248​,23.0,2009-08-20,Dog,Amakim,VII,Bet Yosef,
611,319,A00047942​,22.0,2009-08-18,Cattle,Galil Golan,VII,Buq'Ata,
612,297,A00047758​,21.0,2009-08-16,Martes,Galil Golan,I,Majdal Shams,
613,286,A00047365​,20.0,2009-08-11,Dog,Galil Golan,VII,Dan,
614,312,A00046399​,19.0,2009-08-03,Dog,Galil Golan,VII,Zefat,
615,285,A00046278​,18.0,2009-08-02,Dog,Galil Golan,VII,Dan,
616,308,A00045903​,17.0,2009-07-28,Jackal,Amakim,VII,,Ein Hogea
617,314,A00045746​,16.0,2009-07-27,Fox,Galil Maaravi,I,Shomera,
618,180,A00043324​,15.0,2009-07-05,Dog,Galil Golan,VII,Amir,
619,311,A00042321​,14.0,2009-06-23,Dog,Galil Golan,VII,Zefat,
620,182,A00042197​,13.0,2009-06-22,Jackal,Galil Golan,VII,She'Ar Yashuv,
621,291,A00041876​,12.0,2009-06-18,Cattle,Galil Golan,VII,Yonatan,
622,310,A00041047​,11.0,2009-06-10,Dog,Galil Golan,VII,Zefat,
623,309,A00034798​,10.0,2009-04-06,Fox,Negev,III,Otni'El,
624,236,A00034581​,9.0,2009-04-05,Sheep,Shfela Vahar,I,Yitav,
625,320,A00032867​,8.0,2009-03-18,Dog,Galil Golan,VII,Ein Qiniyye,
626,215,A00031827​,7.0,2009-03-09,Dog,Galil Golan,VII,Sede Eli'Ezer,
627,318,A00029427​,6.0,2009-02-16,Sheep,Galil Golan,I,Buq'Ata,
628,317,A00029271​,5.0,2009-02-15,Dog,Galil Golan,VII,Buq'Ata,
629,307,A00028219​,4.0,2009-02-03,Dog,Galil Golan,VII,En Ziwan,
630,301,A00028042​,3.0,2009-02-02,Dog,Galil Golan,VII,Mas'Ade,
631,298,A00027317​,2.0,2009-01-26,Dog,Galil Golan,VII,Metula,
632,315,A00026989​,1.0,2009-01-22,Wolf,Galil Golan,I,Buq'Ata,
633,158,A00020887,11.0,2008-11-05,Jackal,Galil Golan,I,Ayyelet Hashahar,
634,171,A0020236 ,8.0,2008-10-28,Dog,Galil Golan,VII,Sha'Ar Hagolan,
635,237,A0019569 ,7.0,2008-10-15,Fox,Negev,III,Otni'El,
636,240,A0017171 ,6.0,2008-09-04,Dog,Galil Golan,VII,Kefar Haruv,
637,235,A0013508 ,4.0,2008-07-13,Fox,Shfela Vahar,III,Allon Shevut,
638,183,A0012337 ,3.0,2008-06-24,Dog,Galil Golan,VII,Sede Nehemya,
639,186,A0010850 ,2.0,2008-05-26,Dog,Galil Golan,VII,Hagosherim,
640,213,573959 ,15.0,2007-12-30,Fox,Galil Golan,,Mishmar Hayarden,
